Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
HHATL	Tissue enhanced	heart muscle: 333.1;skeletal muscle: 97.6	0.439699159	1.004896332	1.100081384	0.913474536	0.36099302	NA
NCAPD2	Expressed in all		192.6748803	-0.169354826	0.07372099	-2.297240239	0.021605069	0.575508662
IFFO1	Mixed		130.9507832	-0.19324291	0.174683875	-1.106243546	0.26862112	0.846639484
GIPR	Tissue enhanced	stomach: 22.4	2.490256948	-0.244941856	0.522550469	-0.468742964	0.639253373	0.959144532
PHF7	Tissue enriched	testis: 2183.4	47.27471028	-0.107134517	0.172822411	-0.619911022	0.535316369	0.936365492
SEMA3G	Tissue enhanced	adipose tissue: 82.2	97.21220282	0.26860096	0.316704759	0.848111536	0.396375858	0.901040648
NISCH	Expressed in all		368.6335479	-0.13327098	0.142645242	-0.934282685	0.350158094	0.884835775
STAB1	Expressed in all		1670.960482	0.134242391	0.15716318	0.854159292	0.393016735	0.901040648
FUZ	Expressed in all		91.28574305	-0.129047723	0.197339738	-0.653936831	0.513152504	0.931010131
SLC6A13	Tissue enriched	kidney: 154.0	198.6004051	-0.018976239	0.212723154	-0.089206268	0.928917984	0.992479728
IDS	Tissue enriched	cerebral cortex: 435.8	1184.258083	-0.031578343	0.092500641	-0.341385122	0.732813674	0.971804386
PRSS3	Tissue enriched	pancreas: 6301.2	34.59826491	-0.662838712	0.289900116	-2.28643824	0.022228633	0.576622693
ZNF200	Tissue enhanced	testis: 31.6	78.20455936	0.068430464	0.124997969	0.547452606	0.584067823	0.946378664
CD4	Tissue enhanced	parathyroid gland: 549.0	2017.628147	-0.094924947	0.205282038	-0.462412336	0.643785654	0.960018918
LRRC23	Group enriched	fallopian tube: 165.3;testis: 43.3	31.91678412	-0.196753049	0.210805716	-0.933338303	0.350645325	0.885200626
BTK	Tissue enhanced	lymph node: 65.2;tonsil: 70.8	52.82902662	0.010526517	0.287798066	0.036576051	0.970823039	0.997369584
HFE	Mixed		478.6830464	0.017185729	0.086102278	0.199596681	0.841796024	0.981376234
SCMH1	Expressed in all		161.6634125	-0.074865594	0.118046364	-0.634204998	0.525947046	0.932863971
FYN	Expressed in all		543.8001557	-0.022176554	0.107199135	-0.206872511	0.836109425	0.980754746
HIVEP2	Expressed in all		228.888993	0.183200207	0.123476547	1.483684243	0.137892708	0.775468617
FMO1	Tissue enriched	kidney: 203.2	34.67246702	0.481115472	0.406230307	1.18434165	0.236277848	0.833440621
ELOA	Expressed in all		911.5275161	-0.131463361	0.088141507	-1.491503449	0.135829366	0.773784116
LYPLA2	Expressed in all		70.4747773	-0.06390216	0.402227531	-0.158870678	0.873770763	0.989150646
CLCN6	Mixed		207.9324918	-0.13812097	0.099606247	-1.386669744	0.165542491	0.788707011
MRC2	Expressed in all		245.7763054	-0.192066869	0.209724582	-0.915805231	0.359769059	0.891569278
NME1-NME2	Expressed in all		193.8539876	-0.649019689	0.313859518	-2.067866837	0.038652547	0.628103882
SLC6A7	Tissue enhanced	cerebral cortex: 16.9;rectum: 4.2	0.383353546	0.042579508	1.226197036	0.03472485	0.972299146	NA
TSPAN9	Mixed		1441.691497	-0.338711896	0.135425253	-2.501098485	0.012380874	0.51747027
BTBD7	Mixed		459.3403598	0.020125627	0.07795467	0.258170892	0.796275021	0.976552469
APBA3	Mixed		130.851225	-0.082217059	0.174109888	-0.472213612	0.636774325	0.958436885
MKS1	Expressed in all		73.65413439	-0.009486603	0.108816809	-0.087179573	0.930528776	0.992479728
ABHD5	Expressed in all		199.7691982	-0.126720434	0.141309736	-0.896756571	0.369848827	0.894917965
ANOS1	Group enriched	cerebral cortex: 32.3;lung: 64.7;parathyroid gland: 48.5;thyroid gland: 15.5	39.74203758	-0.319069696	0.281664521	-1.13280045	0.257298062	0.841587884
AKAP8L	Expressed in all		214.8713418	-0.087644304	0.14708059	-0.595893065	0.551246667	0.939772162
MBTD1	Expressed in all		434.0296836	0.105363265	0.123747419	0.851438083	0.394526044	0.901040648
UTP18	Expressed in all		219.5375146	-0.202968355	0.126934863	-1.598996127	0.109821463	0.752848171
RNF216	Expressed in all		407.8432036	-0.138041431	0.082299646	-1.67730286	0.093483274	0.730154256
TTC19	Expressed in all		569.7863044	-0.02999591	0.098886801	-0.303335834	0.76163394	0.973345517
PTBP1	Expressed in all		1929.299916	-0.170158862	0.10157782	-1.675157647	0.093903305	0.731169165
DPF1	Tissue enriched	cerebral cortex: 27.4	1.566138893	-0.75389148	0.744992309	-1.01194532	0.311564198	0.865324428
SYT7	Tissue enhanced	cerebral cortex: 108.7;prostate: 84.8	2328.619858	-0.342903988	0.211690444	-1.619836876	0.105267323	0.745688642
LARS2	Expressed in all		256.4452245	-0.112969052	0.114680927	-0.985072713	0.324588356	0.871870991
PIK3C2A	Expressed in all		1036.201298	0.066523743	0.108541351	0.612888473	0.539950086	0.937753979
PLAUR	Expressed in all		64.60773305	0.063290473	0.341333992	0.185420948	0.852898879	0.984277439
ANLN	Tissue enhanced	cerebral cortex: 87.2	16.91529747	0.795625754	0.360138418	2.209222104	0.027159196	0.602881366
WIZ	Expressed in all		166.5434967	-0.209170551	0.191821529	-1.090443556	0.275517804	0.851144474
RABGAP1	Expressed in all		415.3338781	-0.043681102	0.066251896	-0.659318519	0.509691253	0.929319832
DCN	Expressed in all		6731.622665	0.084702194	0.162707749	0.520578732	0.602660268	0.95233539
QPCTL	Mixed		129.7268837	-0.310406015	0.144671957	-2.145585235	0.031906084	0.616329145
PPP5C	Expressed in all		388.0378264	-0.219484902	0.157503256	-1.393526127	0.16346075	0.788707011
CEP68	Expressed in all		200.579951	0.170298438	0.13972964	1.218771035	0.222931108	0.823321413
MAP4K3	Expressed in all		422.8987173	0.060122448	0.147649557	0.407196941	0.683863348	0.967541107
ZBTB32	Tissue enriched	testis: 43.3	1.707048764	0.699030413	0.575978247	1.213640301	0.22488511	0.823468556
TYROBP	Expressed in all		479.4486448	-0.201625325	0.203607552	-0.990264469	0.322044868	0.870015726
TMEM159	Mixed		65.65484261	-0.019751257	0.220758039	-0.089470161	0.928708266	0.992479728
GABRA3	Tissue enriched	cerebral cortex: 28.8	0.03728953	0.246775108	4.131592815	0.059728807	0.952371628	NA
BRCA1	Mixed		18.00911922	0.350108883	0.378858026	0.924116315	0.35542576	0.888814441
ERCC1	Expressed in all		313.5820204	0.013337951	0.100275525	0.133013023	0.894183081	0.990944362
CD22	Tissue enhanced	lymph node: 264.4;ovary: 162.2;spleen: 151.7;tonsil: 210.1	17.33795875	-0.067973977	0.394983807	-0.172093074	0.863364358	0.985868421
SEMA3B	Mixed		28.60649377	-0.446194373	0.433133445	-1.030154513	0.302937479	0.863547469
MBTPS2	Expressed in all		568.9962189	-0.185974458	0.126230952	-1.473287296	0.140673585	0.776879971
PRICKLE3	Mixed		41.48278739	-0.228835818	0.253409057	-0.903029356	0.366510315	0.894279657
LTF	Tissue enhanced	"bone marrow: 2804.3;cervix, uterine: 1030.7"	46.32948553	-0.061346519	0.346127483	-0.177236776	0.85932241	0.985160275
EXTL3	Expressed in all		475.9648739	-0.206297449	0.100668643	-2.049272181	0.040435507	0.632202257
NR1H4	Tissue enhanced	liver: 66.6;small intestine: 44.4	1750.369531	0.106960056	0.082436258	1.297488016	0.194463326	0.805043039
ELOVL5	Expressed in all		1888.705375	-0.000645114	0.128587797	-0.005016918	0.995997095	0.999432613
ALOX5	Tissue enhanced	lung: 41.3	100.4523026	-0.05720457	0.192354168	-0.29739189	0.766167334	0.973670641
KDM5D	Mixed		152.8140601	0.2902859	0.97749379	0.296969559	0.76648975	0.973670641
CALCOCO1	Expressed in all		358.8461216	0.070060801	0.132446698	0.528973556	0.596823794	0.950448943
UBR7	Expressed in all		255.6643361	-0.24959092	0.256961005	-0.971318275	0.331389811	0.876604352
MAP4K5	Expressed in all		282.1522049	0.025329354	0.114775107	0.220686827	0.825336289	0.979235974
EHD3	Tissue enhanced	cerebral cortex: 64.2	374.2721486	-0.00771501	0.200579943	-0.038463519	0.969318118	0.99726918
PSMC4	Expressed in all		614.3642599	-0.23242369	0.107008252	-2.172016504	0.029854418	0.606409153
MAN2B2	Expressed in all		900.2459842	-0.173422268	0.0968758	-1.790150559	0.073429711	0.70282219
SLC7A14	Tissue enriched	cerebral cortex: 26.7	1.153834238	0.445454162	0.653859533	0.681268896	0.495701361	0.924329
CLDN11	Tissue enhanced	cerebral cortex: 89.0;testis: 183.6	82.15502057	0.116357815	0.27561284	0.422178497	0.672894735	0.965182869
SLC25A39	Expressed in all		802.7252121	-0.426118238	0.158034066	-2.696369518	0.007009986	0.468151625
MVP	Expressed in all		828.8824843	-0.371957464	0.176631539	-2.105838325	0.035218399	0.622763135
NUB1	Expressed in all		182.0301527	-0.300415455	0.214218433	-1.402379109	0.160802068	0.787121633
PGM3	Expressed in all		940.6444949	0.114703263	0.132334208	0.866769563	0.386068282	0.898866668
RWDD2A	Mixed		55.86243939	-0.035112388	0.177915275	-0.197354542	0.8435501	0.981669497
CLK1	Expressed in all		988.9968178	0.295305291	0.149688395	1.972800176	0.048518333	0.657036388
POLR3B	Mixed		277.1642059	-0.131539241	0.106868224	-1.230854566	0.218377263	0.821322693
ANGEL1	Expressed in all		367.763254	-0.065476517	0.080081468	-0.817623832	0.413572015	0.906783565
RNF14	Expressed in all		821.7195518	0.061131015	0.076725048	0.796754342	0.425593717	0.909282235
DNASE1L1	Expressed in all		221.9593091	-0.169080692	0.100465363	-1.682974972	0.092379937	0.727645635
DDX11	Expressed in all		74.21782553	0.106090545	0.240535322	0.441060149	0.659169453	0.96290385
HEBP1	Expressed in all		1326.311887	0.017947765	0.088197574	0.203494998	0.838748155	0.981057381
GPRC5A	Tissue enhanced	lung: 302.0	32.48925792	-0.00920363	0.317991139	-0.028943039	0.97691002	0.998392536
MAMLD1	Tissue enhanced	testis: 18.7	85.06790136	-0.02506517	0.167673989	-0.149487529	0.881168949	0.990384986
CD6	Tissue enhanced	appendix: 28.5;lymph node: 49.2	36.49568948	-0.487460095	0.343234756	-1.420194448	0.15555108	0.783191598
TACC3	Tissue enhanced	testis: 74.9	61.35493151	-0.36011407	0.249717624	-1.442085122	0.149278362	0.78011025
UFL1	Expressed in all		1209.657198	0.036717	0.095903121	0.382855112	0.701827195	0.968005945
POLA2	Mixed		66.54707271	0.061220343	0.127519939	0.480084475	0.631167327	0.956929699
ZC3H3	Expressed in all		171.0586636	0.064381241	0.182333516	0.353096031	0.724016448	0.969891533
CAPN1	Expressed in all		1014.449609	-0.32019892	0.148565494	-2.155271135	0.031140623	0.61287992
ACPP	Tissue enriched	prostate: 6030.6	7.484888708	0.397444814	0.332667784	1.194719876	0.232196494	0.829597816
MDH1	Expressed in all		664.5020864	0.322358328	0.177731808	1.813734587	0.069718597	0.700801393
SLC30A9	Expressed in all		776.2733291	-0.017295282	0.108479835	-0.159433153	0.873327621	0.989130759
MTMR11	Mixed		41.42314147	-0.476927789	0.326331869	-1.461480885	0.143883517	0.779306553
COX15	Expressed in all		656.5499305	-0.001175369	0.085643773	-0.013723929	0.989050233	0.999266488
CCDC88C	Mixed		94.53348805	-0.074280968	0.182807796	-0.4063337	0.684497427	0.967541107
YAF2	Expressed in all		310.8236375	-0.063063908	0.134862944	-0.467614793	0.640060084	0.959310571
ZMYND11	Expressed in all		1039.329558	-0.03612674	0.086133786	-0.41942589	0.674904906	0.965629783
WAS	Tissue enhanced	appendix: 69.0;lymph node: 60.8;spleen: 68.8	100.0887932	-0.146117202	0.198133624	-0.737467972	0.460837813	0.918156866
DPEP1	Tissue enhanced	kidney: 262.6;small intestine: 418.9	4.591220027	-0.545650803	0.605311967	-0.901437329	0.367355841	0.894512438
BID	Expressed in all		492.6799324	-0.061591555	0.071991135	-0.855543603	0.392250277	0.900716661
MATR3	Expressed in all		1610.51204	-0.082782513	0.09464085	-0.874701707	0.381736231	0.897175363
NPC1L1	Tissue enhanced	duodenum: 57.1;small intestine: 57.9	958.0755905	-0.147375665	0.166991434	-0.882534279	0.377487951	0.896643182
XYLT2	Expressed in all		210.7551229	-0.238024193	0.14741021	-1.614706286	0.106374316	0.746078394
RGPD5	Tissue enhanced	testis: 6.6	241.9318236	0.319741502	0.187251327	1.707552659	0.087719379	0.721293943
STMN4	Tissue enriched	cerebral cortex: 338.4	0.174750763	-0.639914394	2.472649647	-0.258797034	0.795791847	NA
NUDCD3	Mixed		529.4250116	-0.097891059	0.072632985	-1.347749362	0.17773901	0.792578272
ISL1	Group enriched	placenta: 10.7;prostate: 15.5;seminal vesicle: 25.9;stomach: 9.8	0.146901482	-0.143730885	2.255129893	-0.06373508	0.949181172	NA
CHDH	Tissue enhanced	kidney: 40.1	1170.20195	0.089544684	0.122287995	0.732244273	0.464019486	0.919301484
IL20RA	Tissue enhanced	skin: 45.0	30.25536036	0.240617268	0.332444187	0.72378245	0.469199306	0.920728673
CLCA1	Group enriched	colon: 699.6;duodenum: 882.2;rectum: 1126.3;small intestine: 1522.4	0	NA	NA	NA	NA	NA
CLCA4	Group enriched	colon: 249.5;esophagus: 365.5;rectum: 158.4	0.359592605	1.707060654	1.855256783	0.920120961	0.357509552	NA
GLT8D1	Expressed in all		909.4948949	0.046651339	0.110842824	0.420878295	0.673843955	0.965546198
ATP2C1	Expressed in all		879.9173061	0.038757048	0.10198987	0.380008802	0.703938882	0.968005945
IGF1	Tissue enhanced	"cervix, uterine: 126.8"	2905.859899	0.150109301	0.240815145	0.623338292	0.53306224	0.935185677
SLC38A5	Mixed		3.014188771	-0.803599824	0.519911735	-1.545646634	0.122189932	0.762845072
RALBP1	Expressed in all		869.9631862	-0.096169168	0.072240958	-1.331227742	0.183114086	0.797529455
RUFY3	Expressed in all		341.1713126	-0.041286779	0.091187492	-0.452768006	0.650715804	0.961689548
CNTN1	Tissue enhanced	cerebral cortex: 225.5	30.6687756	0.179381326	0.295308552	0.607436949	0.543560974	0.938167463
SLC11A1	Tissue enhanced	appendix: 9.1;lung: 13.0	38.54099872	-0.32017134	0.262381109	-1.220253019	0.222368974	0.823321413
WWTR1	Mixed		1195.602718	0.039134619	0.123052656	0.318031489	0.750461051	0.971967975
AGPS	Expressed in all		977.9269898	0.057759158	0.129150187	0.447224731	0.654712807	0.962118562
CXorf56	Expressed in all		27.13191809	0.671264146	0.710419516	0.944884157	0.34471802	0.881063569
ATP1A2	Group enriched	cerebral cortex: 434.2;skeletal muscle: 307.0	28.9581913	-0.073572179	0.363171542	-0.202582444	0.839461413	0.981181203
TTC27	Expressed in all		145.402559	0.026065675	0.110509711	0.235867731	0.813535308	0.977674842
ZNF582	Mixed		26.47557201	0.202330907	0.192851758	1.049152517	0.294107929	0.861333141
VSIG2	Tissue enhanced	stomach: 583.7	39.54024507	-0.271369658	0.404197953	-0.67137811	0.501979686	0.927223256
PHLDB1	Mixed		96.412232	-0.154360135	0.255934418	-0.603123785	0.546426345	0.938463233
MARCO	Tissue enhanced	appendix: 123.2;lung: 288.2	1315.68632	-0.432476798	0.334014812	-1.294783291	0.195394997	0.805043039
CYP24A1	Tissue enhanced	endometrium: 24.8;urinary bladder: 50.8	0.019443612	0.167678552	4.131705827	0.040583371	0.967628041	NA
PRDM11	Mixed		23.37887991	-0.229420202	0.21421286	-1.070991732	0.284173147	0.855762001
SYT13	Tissue enhanced	cerebral cortex: 69.9;gallbladder: 32.9	41.84143685	-0.03165382	0.344872454	-0.091784136	0.926869549	0.992479728
SNAI2	Mixed		140.7607972	0.19989963	0.181217967	1.103089463	0.269988316	0.846639484
CD74	Expressed in all		11464.63386	0.00048983	0.185739259	0.00263719	0.997895829	0.999432613
HGF	Tissue enriched	placenta: 438.8	788.037548	-0.069090798	0.208909682	-0.330720902	0.740855313	0.971967975
ZRANB1	Expressed in all		1097.278862	-0.060759202	0.093361102	-0.650797827	0.515177003	0.931010131
NCDN	Tissue enriched	cerebral cortex: 284.4	95.15791143	-0.147704636	0.146640862	-1.007254286	0.313812592	0.866842979
ADGRA2	Expressed in all		249.4761472	-0.056325609	0.187614798	-0.300219435	0.764009782	0.973670641
ZFP64	Expressed in all		95.55689817	-0.033453858	0.227075437	-0.147324864	0.882875608	0.990384986
MNAT1	Expressed in all		158.3201179	0.021704878	0.077999798	0.278268388	0.780806341	0.974804196
SAMD4A	Tissue enhanced	testis: 102.6	253.4292089	-0.058869514	0.136481467	-0.431337051	0.666223314	0.964103617
RUNX3	Tissue enhanced	spleen: 50.5	111.898117	0.024914919	0.1996841	0.124771672	0.900704314	0.991555741
MRE11	Expressed in all		92.63516297	-0.019901142	0.154653213	-0.128682373	0.897608984	0.991395147
PLEKHB1	Group enriched	cerebral cortex: 494.8;parathyroid gland: 148.4	36.39696227	0.135607555	0.28455025	0.476568041	0.633669745	0.957627452
SERPINB1	Expressed in all		346.5938257	0.164393054	0.141147184	1.16469241	0.244143523	0.837052683
CYP3A43	Tissue enriched	liver: 22.7	148.5053466	0.397424548	0.293515691	1.35401466	0.175731701	0.79203403
SLC7A9	Group enriched	duodenum: 79.0;kidney: 70.1;small intestine: 123.5	252.6789279	-0.122875331	0.115160445	-1.066992493	0.285975226	0.857021892
SPAST	Mixed		444.4497563	0.006601777	0.109078189	0.060523343	0.951738825	0.995220524
NRXN3	Tissue enhanced	cerebral cortex: 43.0;smooth muscle: 28.9	16.78274698	0.187498934	0.29273724	0.6405025	0.521845964	0.932074969
OSBPL5	Mixed		55.99235292	-0.378706416	0.206220531	-1.83641471	0.066296346	0.692935564
AQR	Mixed		335.3370314	-0.043197787	0.100672403	-0.429092636	0.667855811	0.964103617
CPS1	Group enriched	duodenum: 234.5;liver: 697.8;small intestine: 144.1	20777.79371	0.110085653	0.174779276	0.629855298	0.528789262	0.934345458
C8B	Tissue enriched	liver: 435.5	8952.815246	-0.141537917	0.124839935	-1.133755131	0.256897277	0.841587884
FHL1	Expressed in all		261.6160127	0.400953363	0.207069879	1.936319107	0.05282863	0.667750226
RTFDC1	Expressed in all		657.6836229	-0.056542699	0.068323521	-0.827572969	0.407912382	0.904681663
GABRA1	Tissue enriched	cerebral cortex: 85.0	0.328845263	-0.141002598	1.202480418	-0.117259787	0.90665419	NA
NLRP2	Mixed		11.36205669	-0.672395399	0.386924103	-1.737796625	0.082246656	0.717508232
SLC45A4	Mixed		51.83310904	0.022206816	0.21950149	0.101169318	0.919416053	0.992479728
RNF10	Expressed in all		1088.264481	-0.083148749	0.082528169	-1.007519618	0.313685135	0.866757376
ZNF839	Expressed in all		87.93827818	0.3868674	0.184900254	2.092303238	0.036411398	0.625150997
ZDHHC6	Expressed in all		420.6573509	0.06593354	0.076315248	0.863962871	0.387608287	0.898898232
GRAMD1B	Tissue enhanced	adrenal gland: 135.1	100.4432644	0.064337232	0.262027453	0.245536227	0.806041261	0.977320647
RNH1	Expressed in all		1053.676037	-0.351540178	0.17248551	-2.038085273	0.041541406	0.637026109
NDUFS1	Expressed in all		2375.492076	-0.009698734	0.110345963	-0.087893877	0.929961024	0.992479728
RB1CC1	Expressed in all		1219.59325	-0.10750418	0.099108981	-1.084706742	0.278051561	0.853094519
ERP44	Expressed in all		1563.635146	0.015656822	0.093565699	0.167335059	0.86710642	0.986980468
ALAS1	Expressed in all		2042.541969	0.330724779	0.208452975	1.586567806	0.112610564	0.755327962
BIRC3	Tissue enhanced	lymph node: 138.1	528.4230124	0.268521509	0.219192731	1.225047507	0.220557322	0.822469016
AKAP11	Expressed in all		810.2696761	0.075137487	0.130546707	0.575560188	0.564912497	0.941916744
GLRX2	Expressed in all		132.9176259	-0.087182872	0.116941655	-0.745524527	0.45595469	0.916774998
SNAPC1	Mixed		112.6453368	-0.004521347	0.110800673	-0.040806132	0.967450451	0.99698293
DERA	Expressed in all		1107.618196	0.077862086	0.10393171	0.749165839	0.453757256	0.916168438
STRAP	Expressed in all		1178.770259	-0.049776104	0.076474265	-0.650886986	0.515119443	0.931010131
ABCC2	Group enriched	duodenum: 43.5;gallbladder: 42.7;kidney: 20.9;liver: 67.6;small intestine: 49.5	2447.491711	-0.363550111	0.149053641	-2.439055552	0.014725704	0.538508437
DEF6	Mixed		38.70011158	-0.012990392	0.407899226	-0.031847063	0.974594015	0.998196934
PLEKHO1	Mixed		111.8778742	0.151863692	0.227176886	0.668482146	0.503825875	0.928102079
GCLM	Expressed in all		1374.6796	-0.170364548	0.154386326	-1.103495064	0.269812234	0.846639484
UBR2	Expressed in all		884.4611597	0.022302986	0.084428882	0.264162997	0.791654323	0.975843875
EHD2	Tissue enhanced	adipose tissue: 208.8	245.3569263	-0.062055972	0.197844629	-0.313660129	0.753779186	0.972181646
